City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
348,Vestmannaeyjar,IS,63.4427,-20.2734,41.13,68,95,27.74,overcast clouds
349,Calvia,ES,39.5657,2.5062,63.0,63,0,8.05,clear sky
350,Cap Malheureux,MU,-19.9842,57.6142,78.01,78,4,4.0,moderate rain
351,Houma,US,29.5958,-90.7195,48.99,81,90,19.57,overcast clouds
352,Kang,BW,-23.6752,22.7876,67.93,90,97,7.54,overcast clouds
353,Coquimbo,CL,-29.9533,-71.3436,68.0,64,20,12.66,few clouds
354,Berlevag,NO,70.8578,29.0864,30.2,59,75,23.02,snow
355,Sharya,RU,58.3686,45.5144,7.09,94,100,8.93,overcast clouds
356,Los Llanos De Aridane,ES,28.6585,-17.9182,60.8,48,20,13.8,few clouds
357,Wukari,NG,7.85,9.7833,83.1,15,21,6.08,few clouds
358,Berlin,DE,52.5244,13.4105,32.0,93,90,10.36,light snow
359,College,US,64.8569,-147.8028,-8.0,76,75,6.91,broken clouds
360,Tacuarembo,UY,-31.7333,-55.9833,74.52,55,0,8.39,clear sky
361,Kathu,TH,7.9178,98.3332,78.8,73,20,9.22,few clouds
362,Nurota,UZ,40.5614,65.6886,51.8,35,99,9.22,overcast clouds
363,Bengkulu,ID,-3.8004,102.2655,75.88,85,78,4.88,broken clouds
364,Kiunga,PG,-6.1219,141.2906,73.72,96,100,1.5,overcast clouds
365,Shumskiy,RU,54.8318,99.1328,3.74,90,99,3.02,overcast clouds
366,Inhambane,MZ,-23.865,35.3833,79.61,86,89,8.88,overcast clouds
367,Mushie,CD,-3.0167,16.9,77.36,79,93,3.38,light rain
368,Whangamata,NZ,-37.2,175.8667,68.0,59,89,7.0,overcast clouds
369,Bekhtery,UA,46.251,32.2927,32.0,80,0,6.71,clear sky
370,Puerto Ayacucho,VE,5.6639,-67.6236,92.71,46,77,2.75,broken clouds
371,Olinda,BR,-8.0089,-34.8553,82.4,61,20,8.05,few clouds
372,Roebourne,AU,-20.7833,117.1333,79.05,80,1,8.14,clear sky
373,Mankono,CI,8.0586,-6.1897,84.07,34,72,3.94,broken clouds
374,Santa Cruz Del Sur,CU,20.7147,-77.9956,81.32,54,1,5.21,clear sky
375,Montepuez,MZ,-13.1256,38.9997,70.68,98,100,2.68,overcast clouds
376,Pangai,TO,-19.8,-174.35,80.6,94,75,2.3,light rain
377,Fortuna,US,40.5982,-124.1573,55.0,87,1,12.66,clear sky
378,Sol-Iletsk,RU,51.1631,54.9918,33.84,93,100,13.69,overcast clouds
379,Tazovskiy,RU,67.4667,78.7,-36.29,82,37,3.18,scattered clouds
380,Junqueiropolis,BR,-21.5147,-51.4336,78.89,70,0,8.03,clear sky
381,Ciudad Bolivar,VE,8.1222,-63.5497,90.64,41,100,13.78,overcast clouds
382,Cockburn Town,TC,21.4612,-71.1419,80.6,69,40,13.8,scattered clouds
383,Kholm,RU,59.2667,32.85,4.93,93,100,7.38,overcast clouds
384,Pangnirtung,CA,66.1451,-65.7125,14.0,79,90,5.75,snow
385,Darnah,LY,32.767,22.6367,59.47,68,3,7.02,clear sky
386,Tecoanapa,MX,16.5167,-98.75,82.9,63,27,10.6,scattered clouds
387,San Vicente,AR,-26.6167,-54.1333,75.85,41,0,6.85,clear sky
388,Biak,ID,-0.9131,122.8766,76.78,81,100,8.66,overcast clouds
389,Praia,CV,14.9215,-23.5087,69.8,68,75,16.11,broken clouds
390,Volkach,DE,49.8667,10.2333,42.01,96,100,3.31,overcast clouds
391,Grindavik,IS,63.8424,-22.4338,35.6,87,75,19.57,broken clouds
392,Lefka,CY,35.1106,32.8506,55.99,76,0,6.91,light rain
393,Nome,US,64.5011,-165.4064,14.0,85,90,31.07,light snow
394,Taikang,CN,46.8333,124.4167,-3.05,89,100,6.62,overcast clouds
395,Limon,CR,10.0,-83.0333,82.4,74,0,5.75,clear sky
396,Atambua,ID,-9.1061,124.8925,74.05,90,100,2.59,overcast clouds
397,Gouyave,GD,12.1646,-61.7296,84.2,61,20,23.02,few clouds
398,Assiniboia,CA,49.6334,-105.9845,-7.6,64,100,13.8,overcast clouds
399,Muros,ES,42.7762,-9.0603,53.01,74,100,10.0,overcast clouds
400,Port-Gentil,GA,-0.7193,8.7815,80.6,89,20,6.91,moderate rain
401,Isakly,RU,54.1333,51.5333,26.92,98,100,14.34,light snow
402,Gizo,SB,-8.103,156.8419,83.32,74,19,10.0,light rain
403,Constitucion,CL,-35.3333,-72.4167,64.31,71,36,5.32,scattered clouds
404,Burgeo,CA,47.6167,-57.6152,33.87,92,100,20.6,overcast clouds
405,Verkhoyansk,RU,67.5447,133.385,-32.91,80,99,1.88,overcast clouds
406,Tibati,CM,6.4667,12.6333,73.58,21,45,6.33,scattered clouds
407,Sompeta,IN,18.9333,84.6,67.55,53,0,3.53,clear sky
408,Bure,ET,10.7,37.0667,55.04,40,0,4.99,clear sky
409,Suleja,NG,9.1758,7.1808,86.0,35,0,4.61,clear sky
410,Palestine,PS,31.9216,35.2033,61.0,94,20,3.44,few clouds
411,Avera,US,33.194,-82.5271,57.2,54,1,9.22,clear sky
412,Caxito,AO,-8.5785,13.6643,78.8,83,20,8.05,few clouds
413,Cody,US,44.5263,-109.0565,35.01,51,20,9.22,few clouds
414,Birao,CF,10.2849,22.7882,75.9,18,64,11.14,broken clouds
415,Bridlington,GB,54.0831,-0.1919,43.0,91,36,4.0,scattered clouds
416,San Isidro,PE,-12.1167,-77.05,75.0,73,75,12.66,broken clouds
417,Sueyoshi,JP,31.65,131.0167,48.2,93,75,5.75,light rain
