City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
100,Damghan,36.1683,54.348,43.34,58,100,3.24,IR,2021-02-04 20:41:57
101,Los Llanos De Aridane,28.6585,-17.9182,60.8,51,20,8.05,ES,2021-02-04 20:41:58
102,Trujillo,-8.116,-79.03,73.4,78,100,9.22,PE,2021-02-04 20:41:58
103,Lagoa,39.05,-27.9833,55.29,73,1,23.78,PT,2021-02-04 20:41:58
104,Aklavik,68.2191,-135.0107,-43.6,66,20,2.3,CA,2021-02-04 20:41:58
105,Ancud,-41.8697,-73.8203,79.0,41,0,12.66,CL,2021-02-04 20:41:58
106,Susanville,40.4163,-120.653,37.4,52,1,3.44,US,2021-02-04 20:40:52
107,Cervo,43.6702,-7.4101,50.0,89,100,3.91,ES,2021-02-04 20:41:58
108,Komsomolskiy,40.4272,71.7189,33.8,69,2,4.61,UZ,2021-02-04 20:41:58
109,Longyearbyen,78.2186,15.6401,19.4,63,90,11.5,SJ,2021-02-04 20:41:40
110,Coquimbo,-29.9533,-71.3436,66.2,72,40,13.8,CL,2021-02-04 20:40:19
111,Airai,-8.9266,125.4092,60.98,100,100,3.18,TL,2021-02-04 20:40:53
112,Nanortalik,60.1432,-45.2371,21.33,81,92,4.52,GL,2021-02-04 20:40:43
113,Hermanus,-34.4187,19.2345,69.01,74,13,1.99,ZA,2021-02-04 20:41:59
114,Isabela,6.7085,121.9711,78.04,84,76,5.75,PH,2021-02-04 20:41:59
115,Daru,-9.0763,143.2092,77.27,90,57,8.95,PG,2021-02-04 20:40:30
116,Potchefstroom,-26.7167,27.1,62.64,90,95,1.99,ZA,2021-02-04 20:41:59
117,Anadyr,64.75,177.4833,-0.4,71,90,17.9,RU,2021-02-04 20:41:59
118,Pisco,-13.7,-76.2167,77.0,78,0,9.22,PE,2021-02-04 20:42:00
119,Nerchinsk,51.9833,116.5833,-15.14,88,94,1.81,RU,2021-02-04 20:37:23
120,Owando,-0.4819,15.8999,74.53,89,91,3.24,CG,2021-02-04 20:42:00
121,Hamilton,39.1834,-84.5333,37.99,64,90,18.41,US,2021-02-04 20:37:59
122,Cockburn Town,21.4612,-71.1419,75.2,60,75,9.22,TC,2021-02-04 20:38:26
123,Marsh Harbour,26.5412,-77.0636,65.43,50,0,5.21,BS,2021-02-04 20:42:00
124,Tianpeng,30.9866,103.9393,46.99,1,32,2.68,CN,2021-02-04 20:42:00
125,Nuevo Progreso,23.1667,-97.95,84.0,50,1,5.01,MX,2021-02-04 20:42:00
126,Arman,59.7,150.1667,-7.87,81,38,14.97,RU,2021-02-04 20:42:00
127,Arraial Do Cabo,-22.9661,-42.0278,86.0,65,0,21.85,BR,2021-02-04 20:42:00
128,Quatre Cocos,-20.2078,57.7625,79.0,78,40,11.5,MU,2021-02-04 20:40:14
129,Husavik,66.0449,-17.3389,23.0,74,0,4.61,IS,2021-02-04 20:40:41
130,Cauquenes,-35.9671,-72.3225,88.56,25,22,11.18,CL,2021-02-04 20:42:01
131,Lavrentiya,65.5833,-171.0,-9.92,86,100,18.68,RU,2021-02-04 20:42:01
132,Vila Franca Do Campo,37.7167,-25.4333,55.4,67,40,17.27,PT,2021-02-04 20:42:01
133,Leeds,53.7964,-1.5477,44.01,93,90,9.22,GB,2021-02-04 20:42:01
134,Saint-Augustin,51.226,-58.6502,34.77,96,100,4.85,CA,2021-02-04 20:42:01
135,Cidreira,-30.1811,-50.2056,72.52,73,15,22.91,BR,2021-02-04 20:42:01
136,Konstantinovka,49.6167,127.9833,-10.86,90,46,6.4,RU,2021-02-04 20:42:02
137,Vawkavysk,53.1561,24.4513,8.46,96,71,8.57,BY,2021-02-04 20:42:02
138,Sitka,57.0531,-135.33,35.6,100,75,8.05,US,2021-02-04 20:41:45
139,Cape Town,-33.9258,18.4232,69.01,77,0,14.97,ZA,2021-02-04 20:42:02
140,Kuandian,40.7286,124.7847,12.81,95,78,3.13,CN,2021-02-04 20:42:02
141,Galston,55.6009,-4.3817,41.0,93,75,13.8,GB,2021-02-04 20:42:02
142,Kaitangata,-46.2817,169.8464,55.99,67,36,11.99,NZ,2021-02-04 20:42:02
143,Passi,11.15,122.65,73.45,94,53,6.08,PH,2021-02-04 20:42:03
144,Sabang,5.8933,95.3214,81.54,74,40,18.3,ID,2021-02-04 20:37:18
145,Leningradskiy,69.3833,178.4167,-26.91,85,100,9.19,RU,2021-02-04 20:37:21
146,Lopatyn,50.2202,24.8483,27.75,95,100,12.3,UA,2021-02-04 20:42:03
147,Riyadh,24.6877,46.7219,68.0,30,0,3.44,SA,2021-02-04 20:39:36
148,Cherskiy,68.75,161.3,-11.36,74,0,10.89,RU,2021-02-04 20:42:03
149,Khatanga,71.9667,102.5,-30.96,78,0,9.01,RU,2021-02-04 20:42:03
150,Georgetown,5.4112,100.3354,77.0,73,20,2.3,MY,2021-02-04 20:38:42
151,Grootfontein,-19.5667,18.1167,73.4,68,2,2.3,NA,2021-02-04 20:42:03
152,College,64.8569,-147.8028,-11.0,84,75,2.84,US,2021-02-04 20:42:03
153,Velika Gorica,45.7125,16.0756,53.01,81,0,3.44,HR,2021-02-04 20:42:04
154,Fortuna,40.5982,-124.1573,54.0,71,1,8.21,US,2021-02-04 20:42:04
155,Sisimiut,66.9395,-53.6735,3.36,73,15,14.52,GL,2021-02-04 20:42:04
156,Mar Del Plata,-38.0023,-57.5575,69.8,56,20,16.11,AR,2021-02-04 20:42:04
157,Tuktoyaktuk,69.4541,-133.0374,-34.6,67,40,10.36,CA,2021-02-04 20:42:04
158,Avarua,-21.2078,-159.775,84.2,70,100,4.61,CK,2021-02-04 20:42:05
159,Sungairaya,0.7,108.9,75.63,91,100,6.33,ID,2021-02-04 20:42:05
160,Vanimo,-2.6741,141.3028,77.76,84,91,5.37,PG,2021-02-04 20:42:05
161,Kavieng,-2.5744,150.7967,82.89,76,51,8.14,PG,2021-02-04 20:41:41
162,Manta,-0.95,-80.7333,80.6,89,75,6.91,EC,2021-02-04 20:42:05
163,Uige,-7.6087,15.0613,68.43,92,71,0.78,AO,2021-02-04 20:42:05
164,Waseca,44.0777,-93.5074,16.0,79,40,20.71,US,2021-02-04 20:42:05
165,Diego De Almagro,-26.3667,-70.05,84.06,15,2,12.68,CL,2021-02-04 20:41:28
166,Mount Isa,-20.7333,139.5,80.6,69,95,11.5,AU,2021-02-04 20:42:05
167,Bredasdorp,-34.5322,20.0403,68.0,73,97,6.91,ZA,2021-02-04 20:42:06
168,Bethel,41.3712,-73.414,39.2,45,1,6.91,US,2021-02-04 20:42:06
169,Sahuaripa,29.05,-109.2333,80.98,20,99,8.28,MX,2021-02-04 20:42:06
170,Ayni,39.3941,68.5377,29.55,59,3,6.78,TJ,2021-02-04 20:42:06
171,Xam Nua,20.4197,104.0439,53.67,93,1,1.61,LA,2021-02-04 20:42:06
172,Turukhansk,65.8167,87.9833,-16.04,89,100,4.83,RU,2021-02-04 20:42:06
173,Malanje,-9.5402,16.341,65.34,94,52,2.01,AO,2021-02-04 20:42:06
174,Upernavik,72.7868,-56.1549,-9.56,70,41,4.97,GL,2021-02-04 20:40:18
175,Innisfail,-17.5333,146.0333,77.2,85,97,0.89,AU,2021-02-04 20:42:06
176,Sur,22.5667,59.5289,65.3,71,0,4.16,OM,2021-02-04 20:42:07
177,Bilma,18.6853,12.9164,64.8,27,0,6.73,NE,2021-02-04 20:42:04
178,Stephenville,32.2207,-98.2023,62.6,36,1,16.11,US,2021-02-04 20:41:26
179,Port Hedland,-20.3167,118.5667,80.6,83,16,9.22,AU,2021-02-04 20:42:07
180,Pyaozerskiy,65.8333,31.1667,2.14,93,84,7.27,RU,2021-02-04 20:42:07
181,Pangkalanbuun,-2.6833,111.6167,73.99,96,100,2.17,ID,2021-02-04 20:41:56
182,Aswan,24.0934,32.907,60.75,46,0,9.75,EG,2021-02-04 20:40:28
183,Muroto,33.2833,134.15,47.08,54,0,6.26,JP,2021-02-04 20:42:07
184,Businga,3.3333,20.8833,78.55,72,100,4.47,CD,2021-02-04 20:42:07
185,Ronneby,56.21,15.276,15.8,92,0,6.91,SE,2021-02-04 20:42:08
186,East London,-33.0153,27.9116,73.24,78,93,6.82,ZA,2021-02-04 20:38:13
187,Prince Rupert,54.3161,-130.3201,41.0,100,90,5.75,CA,2021-02-04 20:42:08
188,Tura,25.5198,90.2201,61.16,53,0,3.8,IN,2021-02-04 20:42:08
189,Vostok,46.4856,135.8833,-23.22,86,31,5.59,RU,2021-02-04 20:42:08
190,Thyboron,56.6985,8.2124,24.01,89,97,5.99,DK,2021-02-04 20:42:08
191,Kharan,28.5833,65.4167,48.16,43,0,2.1,PK,2021-02-04 20:42:08
192,Bambanglipuro,-7.95,110.2833,76.35,87,100,4.68,ID,2021-02-04 20:42:08
193,Atuona,-9.8,-139.0333,78.6,69,71,10.92,PF,2021-02-04 20:41:42
194,Iqaluit,63.7506,-68.5145,12.2,79,90,16.11,CA,2021-02-04 20:42:09
195,Honiara,-9.4333,159.95,80.26,80,98,4.27,SB,2021-02-04 20:42:09
196,Olafsvik,64.8945,-23.7142,38.39,79,100,40.33,IS,2021-02-04 20:37:10
197,Craig,40.5153,-107.5464,28.4,59,75,17.27,US,2021-02-04 20:42:09
198,Buritis,-15.6178,-46.4233,80.83,72,38,3.76,BR,2021-02-04 20:42:09
199,Laguna,38.421,-121.4238,57.0,47,1,9.22,US,2021-02-04 20:42:09
200,Bandarbeyla,9.4942,50.8122,73.06,73,8,13.02,SO,2021-02-04 20:42:09
201,Chumikan,54.7183,135.315,-19.28,80,100,28.61,RU,2021-02-04 20:40:29
202,Uvat,59.1433,68.8953,10.78,94,100,5.82,RU,2021-02-04 20:42:09
203,Korem,12.5058,39.5228,47.46,51,0,0.6,ET,2021-02-04 20:42:09
204,Helong,42.5397,128.9972,11.28,89,0,6.69,CN,2021-02-04 20:42:10
205,Saldanha,-33.0117,17.9442,62.6,82,0,8.05,ZA,2021-02-04 20:40:46
206,Kalmunai,7.4167,81.8167,76.01,83,100,10.71,LK,2021-02-04 20:37:43
207,Bandarban,22.1965,92.2262,55.22,57,0,1.99,BD,2021-02-04 20:39:06
208,Imeni Poliny Osipenko,52.4201,136.4853,-29.85,82,43,4.12,RU,2021-02-04 20:42:10
209,Saint-Philippe,-21.3585,55.7679,80.6,69,20,3.44,RE,2021-02-04 20:42:10
210,Minab,27.1467,57.0801,60.8,59,0,6.91,IR,2021-02-04 20:42:10
211,Butaritari,3.0707,172.7902,80.2,83,100,14.76,KI,2021-02-04 20:42:10
212,San Patricio,28.017,-97.5169,87.01,45,1,5.75,US,2021-02-04 20:40:21
213,Ambilobe,-13.2,49.05,75.02,93,59,1.41,MG,2021-02-04 20:42:11
214,Myitkyina,25.3833,97.4,56.16,54,0,3.15,MM,2021-02-04 20:42:11
215,Rio Grande,-32.035,-52.0986,75.2,78,90,14.97,BR,2021-02-04 20:39:58
216,Marrakesh,31.6315,-8.0083,57.2,77,40,5.75,MA,2021-02-04 20:42:11
217,Gazanjyk,39.2446,55.5154,50.58,48,100,2.15,TM,2021-02-04 20:42:11
218,Inhambane,-23.865,35.3833,81.48,86,13,3.31,MZ,2021-02-04 20:42:11
219,Kahului,20.8947,-156.47,71.6,64,40,6.91,US,2021-02-04 20:41:58
220,Gobabis,-22.45,18.9667,74.68,59,86,12.06,NA,2021-02-04 20:42:11
221,Narkevychi,49.5172,26.6418,27.16,94,99,19.33,UA,2021-02-04 20:42:11
222,Novouzensk,50.4592,48.1431,37.4,98,100,8.41,RU,2021-02-04 20:42:12
223,Chhindwara,22.0667,78.9333,58.14,35,0,1.68,IN,2021-02-04 20:42:12
224,Touros,-5.1989,-35.4608,84.2,58,0,14.97,BR,2021-02-04 20:37:15
225,Yulara,-25.2406,130.9889,66.2,72,40,12.66,AU,2021-02-04 20:42:12
226,Ossipee,43.6854,-71.1167,36.0,75,100,1.01,US,2021-02-04 20:42:12
227,Muros,42.7762,-9.0603,52.0,87,97,5.73,ES,2021-02-04 20:42:12
228,Cabo San Lucas,22.8909,-109.9124,82.99,36,1,3.44,MX,2021-02-04 20:40:26
229,Morehead,37.2711,-87.1764,43.0,56,90,11.5,US,2021-02-04 20:42:12
230,Big Spring,32.2504,-101.4787,61.0,33,1,9.22,US,2021-02-04 20:42:12
231,Nome,64.5011,-165.4064,1.99,55,90,10.36,US,2021-02-04 20:42:03
232,Richards Bay,-28.783,32.0377,75.92,91,100,9.22,ZA,2021-02-04 20:41:55
233,Cheney,47.4874,-117.5758,35.01,80,90,13.8,US,2021-02-04 20:39:45
234,Thanh Hoa,19.8,105.7667,62.78,91,0,1.01,VN,2021-02-04 20:42:13
235,Sterling,39.0062,-77.4286,48.0,23,20,6.91,US,2021-02-04 20:41:45
236,Tuensang,26.2833,94.8333,52.95,70,0,3.33,IN,2021-02-04 20:42:13
237,Clyde River,70.4692,-68.5914,-20.2,76,75,12.66,CA,2021-02-04 20:39:17
238,Puerto Ayora,-0.7393,-90.3518,86.0,66,0,6.91,EC,2021-02-04 20:42:13
239,General Pico,-35.6566,-63.7568,93.06,12,0,6.24,AR,2021-02-04 20:42:13
240,Tual,-5.6667,132.75,79.56,88,100,32.75,ID,2021-02-04 20:42:13
241,Semey,50.4111,80.2275,26.44,98,100,4.43,KZ,2021-02-04 20:42:13
242,Grand Gaube,-20.0064,57.6608,79.0,72,17,5.01,MU,2021-02-04 20:42:13
243,Beringovskiy,63.05,179.3167,-0.51,92,100,13.33,RU,2021-02-04 20:42:14
244,Nishihara,26.1842,127.7558,59.0,58,20,3.44,JP,2021-02-04 20:42:14
245,Hasaki,35.7333,140.8333,33.8,60,0,9.22,JP,2021-02-04 20:40:51
246,Killybegs,54.6333,-8.45,42.8,93,90,18.41,IE,2021-02-04 20:42:14
247,Levikha,57.5836,59.9003,21.72,98,96,3.2,RU,2021-02-04 20:42:14
248,Esperance,-33.8667,121.9,55.4,82,90,2.3,AU,2021-02-04 20:40:23
249,Khor,47.8861,134.9464,-15.29,84,9,12.64,RU,2021-02-04 20:42:14
250,Bengkulu,-3.8004,102.2655,75.43,86,100,5.46,ID,2021-02-04 20:42:14
251,Redmond,47.674,-122.1215,45.0,93,100,4.7,US,2021-02-04 20:38:38
252,Tubuala,9.5167,-79.0333,91.4,46,20,11.5,PA,2021-02-04 20:42:14
253,Douentza,14.9951,-2.9517,73.27,18,73,4.32,ML,2021-02-04 20:42:15
254,Flinders,-34.5833,150.8552,69.01,89,51,1.01,AU,2021-02-04 20:42:15
255,Kyra,49.5776,111.9753,8.46,89,92,3.33,RU,2021-02-04 20:42:15
256,Beloha,-25.1667,45.05,77.95,81,53,4.07,MG,2021-02-04 20:42:15
257,Umtata,-31.5889,28.7844,66.2,94,98,5.75,ZA,2021-02-04 20:42:15
258,Chicama,-7.8447,-79.1469,73.4,78,97,9.22,PE,2021-02-04 20:42:10
259,Coahuayana,18.7333,-103.6833,87.8,37,40,8.05,MX,2021-02-04 20:42:04
260,Namibe,-15.1961,12.1522,72.99,71,0,9.82,AO,2021-02-04 20:42:15
261,Souillac,-20.5167,57.5167,78.8,78,40,11.5,MU,2021-02-04 20:42:15
262,Athabasca,54.7169,-113.2854,5.0,78,100,6.91,CA,2021-02-04 20:41:00
263,Zyryanka,65.75,150.85,-13.49,88,100,19.93,RU,2021-02-04 20:42:16
264,Contamana,-7.3333,-75.0167,86.77,63,96,4.34,PE,2021-02-04 20:42:16
265,Phonhong,18.5007,102.4166,64.31,75,0,1.39,LA,2021-02-04 20:37:25
266,Soyo,-6.1349,12.3689,81.05,84,100,8.75,AO,2021-02-04 20:42:16
267,Tutoia,-2.7619,-42.2744,86.0,66,0,19.57,BR,2021-02-04 20:42:16
268,Portland,45.5234,-122.6762,45.0,76,90,5.75,US,2021-02-04 20:37:27
269,Ziyang,29.2497,117.8547,50.67,92,97,2.84,CN,2021-02-04 20:42:17
270,Mpika,-11.8343,31.4529,63.3,97,89,3.8,ZM,2021-02-04 20:42:17
271,Catalao,-18.1658,-47.9464,79.77,70,63,4.63,BR,2021-02-04 20:42:17
272,Banjar,-8.19,114.9675,77.0,94,40,3.44,ID,2021-02-04 20:42:17
273,Katangli,51.7102,143.2326,-11.34,88,100,13.87,RU,2021-02-04 20:42:17
274,Olavarria,-36.8927,-60.3225,84.99,28,0,4.0,AR,2021-02-04 20:41:39
275,Mahebourg,-20.4081,57.7,78.8,78,40,11.5,MU,2021-02-04 20:42:17
276,Lompoc,34.6391,-120.4579,64.0,39,1,5.75,US,2021-02-04 20:42:17
277,Shumskiy,54.8318,99.1328,9.61,90,100,7.23,RU,2021-02-04 20:42:17
278,San Cristobal,7.7669,-72.225,87.8,51,40,12.66,VE,2021-02-04 20:41:37
279,Castelnaudary,43.3183,1.9545,53.01,93,90,14.97,FR,2021-02-04 20:42:18
280,Dom Pedrito,-30.9828,-54.6731,70.77,81,6,10.63,BR,2021-02-04 20:42:18
281,West Bay,19.3667,-81.4167,78.8,57,20,13.8,KY,2021-02-04 20:42:18
282,Ribeira Grande,38.5167,-28.7,55.4,62,40,5.75,PT,2021-02-04 20:42:18
283,Mizan Teferi,6.9833,35.5833,69.15,44,0,2.28,ET,2021-02-04 20:42:18
284,Kruisfontein,-34.0033,24.7314,69.01,79,0,3.0,ZA,2021-02-04 20:42:18
285,Palmer,42.1584,-72.3287,37.99,52,40,13.8,US,2021-02-04 20:42:18
286,Huntsville,34.7304,-86.5861,55.4,44,40,17.27,US,2021-02-04 20:41:05
287,Entebbe,0.0644,32.4469,75.11,70,39,11.65,UG,2021-02-04 20:42:19
288,Geraldton,-28.7667,114.6,75.2,31,40,23.02,AU,2021-02-04 20:42:19
289,Shirgaon,19.7,72.7,71.96,64,0,7.27,IN,2021-02-04 20:42:19
290,Madinat Sittah Uktubar,29.8167,31.05,60.8,88,40,10.36,EG,2021-02-04 20:42:19
291,Minden,52.2833,8.9167,37.0,93,73,4.61,DE,2021-02-04 20:42:19
292,Alice Springs,-23.7,133.8833,71.6,73,90,12.66,AU,2021-02-04 20:40:33
293,Biak,-0.9131,122.8766,76.39,76,100,1.81,ID,2021-02-04 20:42:19
294,Damara,4.9608,18.7035,80.6,54,0,0.85,CF,2021-02-04 20:42:19
295,Zhongxing,33.7039,118.6792,42.24,72,100,4.59,CN,2021-02-04 20:42:19
296,Jalu,29.0331,21.5482,57.81,60,0,7.83,LY,2021-02-04 20:42:19
297,Adeje,28.1227,-16.726,64.4,36,20,16.11,ES,2021-02-04 20:42:20
298,Itarema,-2.9248,-39.9167,80.28,75,56,14.7,BR,2021-02-04 20:42:20
299,Tuatapere,-46.1333,167.6833,59.14,63,65,2.57,NZ,2021-02-04 20:41:53
300,Maniitsoq,65.4167,-52.9,8.65,72,7,8.05,GL,2021-02-04 20:42:20
301,Tateyama,34.9833,139.8667,39.0,51,0,3.0,JP,2021-02-04 20:42:20
302,Methven,-43.6333,171.65,54.0,78,0,3.76,NZ,2021-02-04 20:42:20
303,Angoche,-16.2325,39.9086,80.42,88,100,2.95,MZ,2021-02-04 20:42:20
304,Diffa,13.3154,12.6113,70.47,29,0,10.98,NE,2021-02-04 20:42:20
305,Isangel,-19.55,169.2667,77.0,83,40,5.75,VU,2021-02-04 20:41:01
306,Asau,46.4333,26.4,50.0,62,0,12.66,RO,2021-02-04 20:41:40
307,Torbay,47.6666,-52.7314,45.0,100,90,9.8,CA,2021-02-04 20:40:34
308,Baykit,61.67,96.37,-3.73,88,100,2.59,RU,2021-02-04 20:42:21
309,Kirakira,-10.4544,161.9205,79.93,82,100,9.53,SB,2021-02-04 20:42:21
310,Darab,28.7519,54.5444,51.49,38,0,0.67,IR,2021-02-04 20:42:21
311,Farias Brito,-6.9306,-39.5656,83.89,45,36,2.53,BR,2021-02-04 20:42:21
312,Latung,5.5,120.8833,82.18,77,100,16.15,PH,2021-02-04 20:42:21
313,Moranbah,-22.0016,148.0466,73.2,85,37,7.94,AU,2021-02-04 20:42:21
314,Aksarayskiy,46.7924,48.0119,39.2,93,90,11.18,RU,2021-02-04 20:42:21
315,Amapa,1.0,-52.0,74.82,96,100,4.21,BR,2021-02-04 20:42:21
316,Grande Prairie,55.1667,-118.8027,1.4,78,75,3.44,CA,2021-02-04 20:37:25
317,Andalan,5.9594,121.3903,79.7,81,73,7.29,PH,2021-02-04 20:42:22
318,Nantucket,41.2835,-70.0995,37.99,65,75,8.05,US,2021-02-04 20:42:22
319,Male,4.1748,73.5089,82.4,78,75,11.5,MV,2021-02-04 20:41:09
320,Obidos,-1.9175,-55.5181,89.98,53,91,2.71,BR,2021-02-04 20:42:22
321,Oranjemund,-28.55,16.4333,63.19,91,16,12.37,NA,2021-02-04 20:37:25
322,Oktyabrskoye,43.0645,44.7417,32.0,86,41,4.47,RU,2021-02-04 20:42:22
323,Sao Joao Da Barra,-21.6403,-41.0511,84.2,61,0,25.32,BR,2021-02-04 20:42:22
324,Bibiani,6.4635,-2.3194,78.01,79,0,3.51,GH,2021-02-04 20:42:22
325,Qandala,11.472,49.8728,73.45,64,11,4.54,SO,2021-02-04 20:42:22
326,Orange Cove,36.6244,-119.3137,52.0,100,75,5.75,US,2021-02-04 20:42:22
327,Ampanihy,-24.7,44.75,79.77,68,73,3.38,MG,2021-02-04 20:42:23
328,Konya,38.1667,32.5,42.8,75,0,2.3,TR,2021-02-04 20:42:23
329,Gigmoto,13.7796,124.39,77.9,85,86,16.13,PH,2021-02-04 20:42:23
330,Trelew,-43.249,-65.3051,102.18,9,0,12.15,AR,2021-02-04 20:42:23
331,Kalanchak,46.2562,33.2907,47.37,81,63,14.88,UA,2021-02-04 20:42:23
332,Saravan,39.7196,45.6483,33.8,93,40,2.66,AM,2021-02-04 20:42:23
333,Gao,16.6362,1.637,74.1,17,100,9.8,ML,2021-02-04 20:42:23
334,Ipixuna,-1.7625,-48.8043,80.6,83,75,18.41,BR,2021-02-04 20:42:23
335,Ubatuba,-23.4339,-45.0711,89.6,51,40,3.44,BR,2021-02-04 20:42:24
336,Kalengwa,-13.4659,25.0027,65.07,87,0,1.61,ZM,2021-02-04 20:40:39
337,Petropavlovsk-Kamchatskiy,53.0452,158.6483,3.2,78,80,8.52,RU,2021-02-04 20:42:24
338,Lasa,46.6166,10.7002,37.99,86,0,2.73,IT,2021-02-04 20:42:24
339,Kalabo,-14.97,22.6814,69.98,82,96,0.72,ZM,2021-02-04 20:41:48
340,Fallon,39.4735,-118.7774,41.0,45,40,4.61,US,2021-02-04 20:42:24
341,Adrar,20.5022,-10.0711,73.63,18,72,6.58,MR,2021-02-04 20:42:24
342,Kudat,6.8837,116.8477,80.6,83,20,4.61,MY,2021-02-04 20:42:24
343,Zhanaozen,43.3,52.8,43.5,80,30,10.04,KZ,2021-02-04 20:42:24
344,Novomoskovsk,54.0105,38.2846,34.66,100,100,6.8,RU,2021-02-04 20:42:24
345,Tagusao,9.1924,117.8141,77.49,82,98,6.51,PH,2021-02-04 20:42:25
346,Camabatela,-8.1881,15.375,63.77,99,76,0.85,AO,2021-02-04 20:42:25
347,Kajaani,64.2273,27.7285,-2.2,84,0,1.14,FI,2021-02-04 20:42:25
348,Kuching,1.55,110.3333,75.2,94,40,4.61,MY,2021-02-04 20:37:48
349,Gualeguaychu,-33.0094,-58.5172,75.99,57,0,15.99,AR,2021-02-04 20:42:25
350,Haverfordwest,51.8017,-4.9691,46.0,99,2,10.25,GB,2021-02-04 20:42:25
351,Andra,62.5147,65.8878,2.82,94,97,5.41,RU,2021-02-04 20:42:25
352,Paulo Ramos,-4.2167,-45.1833,79.74,90,84,2.91,BR,2021-02-04 20:42:25
353,Obregon,11.9566,-85.9636,89.6,43,20,20.71,NI,2021-02-04 20:42:25
354,Sao Filipe,14.8961,-24.4956,72.07,77,100,10.85,CV,2021-02-04 20:42:26
355,Villa Constitucion,-33.2278,-60.3297,84.99,37,44,1.99,AR,2021-02-04 20:42:26
356,Kushima,31.4583,131.2333,41.61,66,0,5.97,JP,2021-02-04 20:40:22
357,Aleksandrovka,46.8383,32.7612,39.2,93,75,8.95,UA,2021-02-04 20:42:26
358,Igaci,-9.5369,-36.6336,81.52,63,23,16.53,BR,2021-02-04 20:42:26
359,Taicheng,38.731,113.228,27.77,72,68,6.17,CN,2021-02-04 20:42:26
360,Tancheng,27.4375,115.4976,54.88,89,57,1.43,CN,2021-02-04 20:42:26
